TRINITY_DN138200_c2_g1_i1,CP103114.1,99.008,706,6,1,41,745,609776,609071,0,1264,78,599776,619071,"Bacteroides ovatus strain BFG-177 chromosome, complete genome",,CP126057.1,"Phocaeicola dorei strain 2 plasmid unnamed, complete sequence"
TRINITY_DN138200_c2_g1_i1,CP103206.1,99.292,706,2,3,41,745,3305513,3306216,0,1273,76,3295513,3316216,"Bacteroides xylanisolvens strain BFG-566 chromosome, complete genome",,CP083680.1,Bacteroides thetaiotaomicron strain WAL8669 chromosome
TRINITY_DN138200_c2_g1_i1,CP041230.1,99.574,705,2,1,41,745,5583585,5582882,0,1284,74,5573585,5592882,"Bacteroides xylanisolvens strain H207 chromosome, complete genome",,CP083675.1,Bacteroides salyersiae strain WAL7960 chromosome
TRINITY_DN138200_c2_g1_i1,CP143941.1,99.574,705,3,0,41,745,4649126,4648422,0,1286,72,4639126,4658422,"Bacteroides thetaiotaomicron strain DFI.6.40 chromosome, complete genome",,CP103125.1,"Bacteroides faecis strain BFG-493 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP113514.1,99.574,705,3,0,41,745,5661338,5662042,0,1286,70,5651338,5672042,"Bacteroides ovatus strain CP926 chromosome, complete genome",,CP046425.1,"Phocaeicola dorei strain JR02 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP103130.1,99.574,705,3,0,41,745,5650926,5650222,0,1286,68,5640926,5660222,"Bacteroides ovatus strain BFG-299 chromosome, complete genome",,AP019724.1,"Bacteroides uniformis NBRC 113350 DNA, complete genome"
TRINITY_DN138200_c2_g1_i1,CP103094.1,99.574,705,3,0,41,745,3371281,3371985,0,1286,66,3361281,3381985,"Bacteroides xylanisolvens strain BFG-514 chromosome, complete genome",,CP103166.1,"Bacteroides caccae strain BFG-474 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP103098.1,99.716,705,2,0,41,745,5845719,5845015,0,1291,64,5835719,5855015,"Bacteroides xylanisolvens strain BFG-319 chromosome, complete genome",,CP046424.1,"Phocaeicola dorei strain JR01 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP103172.1,99.716,705,2,0,41,745,609706,609002,0,1291,62,599706,619002,"Bacteroides ovatus strain BFG-126 chromosome, complete genome",,CP046426.1,"Phocaeicola dorei strain JR03 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP075195.1,99.716,705,2,0,41,745,6344564,6343860,0,1291,60,6334564,6353860,"Bacteroides thetaiotaomicron strain CL15T119C52 chromosome, complete genome",,CP107195.1,"Bacteroides xylanisolvens isolate KR001_HAM_0012 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP081908.1,99.716,705,2,0,41,745,1905879,1905175,0,1291,58,1895879,1915175,"Parabacteroides distasonis strain BFG-238 chromosome, complete genome",,CP103082.1,"Bacteroides fragilis strain BFG-435 chromosome, complete genome"
TRINITY_DN138200_c2_g1_i1,CP075193.1,99.716,705,2,0,41,745,6337152,6336448,0,1291,56,6327152,6346448,"Bacteroides thetaiotaomicron strain CL15T12C11 chromosome, complete genome",,CP103118.1,"Bacteroides thetaiotaomicron strain BFG-510 chromosome, complete genome"
